filename,mean,std,median,min,max,q25,q75,iqr,sem,rms,sum,abs_mean,cv,peak_to_valley,peak_intensity,beam_pixels_10pct,beam_mean_10pct,beam_std_10pct,power_fraction_10pct
INT SID4 22h15m49s336ms.csv,1078.5013934643748,1080.3938500051474,774.7606499999999,0.0,3568.665,0.0,2145.8819,2145.8819,2.7009846250128686,1526.567663589007,172560222.9543,1078.5013934643748,1.0017547094071828,3568.665,3568.665,96586,1773.414673654567,843.5843897104431,0.9926217452498473
INT SID4 22h15m49s537ms.csv,1075.148506104375,1080.0381490771706,766.4637,0.0,3609.4407,0.0,2138.170675,2138.170675,2.7000953726929264,1523.948628768532,172023760.9767,1075.148506104375,1.0045478768235576,3609.4407,3609.4407,96551,1768.0660381487505,847.6506082391652,0.9923544461536442
INT SID4 22h15m49s737ms.csv,1061.34370566625,1071.2165804540039,743.8964,0.0,3581.2627,0.0,2119.2528,2119.2528,2.6780414511350097,1507.9616214913838,169814992.9066,1061.34370566625,1.0093022408622618,3581.2627,3581.2627,96102,1752.3220705469191,843.1945214652632,0.9916771937582842
INT SID4 22h15m49s926ms.csv,1065.39640332,1065.7816096828465,772.55765,0.0,3552.3428,0.0,2108.31505,2108.31505,2.664454024207116,1506.968094031889,170463424.5312,1065.39640332,1.0003615615386396,3552.3428,3552.3428,97152,1742.935451984519,835.9405469263655,0.9933489573900207
INT SID4 22h15m50s130ms.csv,1049.75494199,1058.7813909683368,739.1673000000001,0.0,3526.1978,0.0,2093.5361000000003,2093.5361000000003,2.6469534774208423,1490.971651551619,167960790.7184,1049.75494199,1.0085986248954681,3526.1978,3526.1978,96199,1731.596084286739,833.5155986280603,0.9917660603990686
INT SID4 22h15m50s333ms.csv,1071.4941389431249,1066.2697896896686,785.52085,0.0,3484.3909,0.0,2122.205225,2122.205225,2.6656744742241716,1511.6295341034843,171439062.2309,1071.4941389431249,0.9951242390755304,3484.3909,3484.3909,97571,1746.8112179776779,832.3166649728497,0.9941615121514612
INT SID4 22h15m50s536ms.csv,1045.4115562706252,1050.0914604222876,742.8912,0.0,3442.8462,0.0,2089.12675,2089.12675,2.625228651055719,1481.7457627442411,167265849.0033,1045.4115562706252,1.0044766141368826,3442.8462,3442.8462,96730,1716.7526741011059,825.1773314065359,0.9927997086991961
INT SID4 22h15m50s733ms.csv,1073.90789746125,1075.575136311908,776.67445,0.0,3559.9885,0.0,2124.461825,2124.461825,2.68893784077977,1519.9121078849626,171825263.5938,1073.90789746125,1.0015524970573346,3559.9885,3559.9885,96789,1762.7557330750394,841.3799767075542,0.9929585503325037
INT SID4 22h15m50s936ms.csv,1073.0829991812502,1082.5098784811512,760.1337,0.0,3646.8071,0.0,2126.1923500000003,2126.1923500000003,2.706274696202878,1524.2465142549522,171693279.86900002,1073.0829991812502,1.0087848556981078,3646.8071,3646.8071,95860,1775.8242173461297,848.4587590245235,0.9914803282031999
INT SID4 22h15m51s130ms.csv,1088.0513537825,1086.0989828042755,792.2392,0.0,3649.3105,0.0,2158.861575,2158.861575,2.7152474570106886,1537.3546683663012,174088216.6052,1088.0513537825,0.9982056260750578,3649.3105,3649.3105,96853,1784.689840541852,845.8650043573354,0.9929021532686372
INT SID4 22h15m51s330ms.csv,1050.7879236918752,1050.7647926266675,761.2846,0.0,3493.9395,0.0,2082.781025,2082.781025,2.6269119815666686,1486.0198549595111,168126067.79070002,1050.7879236918752,0.9999779869327701,3493.9395,3493.9395,96931,1722.4337973486295,821.487642709062,0.9930478515600859
INT SID4 22h15m51s528ms.csv,1018.0606421525,1029.688741243081,711.2230999999999,0.0,3470.2527,0.0,2038.230375,2038.230375,2.574221853107703,1447.9985318792876,162889702.7444,1018.0606421525,1.011421813798827,3470.2527,3470.2527,95460,1690.183507348628,808.0670844572625,0.9905163733073785
INT SID4 22h15m51s732ms.csv,1066.233002209375,1074.971961171216,755.1929,0.0,3627.5276,0.0,2112.8345249999998,2112.8345249999998,2.6874299029280397,1514.0707744439242,170597280.3535,1066.233002209375,1.0081961062391915,3627.5276,3627.5276,95756,1765.932351678224,841.0366303322596,0.9912152052887679
INT SID4 22h15m51s936ms.csv,1040.667788085,1048.7984271211494,738.0007,0.0,3583.2197,0.0,2065.788425,2065.788425,2.6219960678028738,1477.4845890993731,166506846.0936,1040.667788085,1.0078129054528633,3583.2197,3583.2197,95821,1722.3052641748675,821.140337304012,0.9911485118499481
INT SID4 22h15m52s136ms.csv,1058.35473202375,1068.8400736041256,744.60985,0.0,3596.8411,0.0,2108.94425,2108.94425,2.672100184010314,1504.1697715416776,169336757.1238,1058.35473202375,1.0099072090510945,3596.8411,3596.8411,96019,1748.621618629646,841.4766014775723,0.991520695512373
INT SID4 22h15m52s327ms.csv,1031.9825025675,1045.06047767655,722.1965,0.0,3515.0708,0.0,2055.706575,2055.706575,2.6126511941913746,1468.717965322395,165117200.4108,1031.9825025675,1.0126726713645937,3515.0708,3515.0708,95730,1709.2655288749609,824.2045595107315,0.9909808831066966
INT SID4 22h15m52s531ms.csv,1053.2813157143748,1066.532028567292,736.33865,0.0,3600.3523,0.0,2092.6674,2092.6674,2.66633007141823,1498.961303261968,168525010.5143,1053.2813157143748,1.0125804119518906,3600.3523,3600.3523,95783,1743.7840384504557,841.3956279807462,0.9910983897593485
INT SID4 22h15m52s729ms.csv,1059.936060381875,1066.782031084317,752.2619500000001,0.0,3549.5891,0.0,2107.1315,2107.1315,2.666955077710792,1503.8222106661558,169589769.6611,1059.936060381875,1.0064588525273634,3549.5891,3549.5891,96405,1745.4303296976295,838.3442652378126,0.9922073204696193
INT SID4 22h15m52s936ms.csv,1041.923586295625,1041.7253715755314,753.66165,0.0,3467.2859,0.0,2070.079825,2070.079825,2.604313428938829,1473.3600126971276,166707773.8073,1041.923586295625,0.9998097607898491,3467.2859,3467.2859,96955,1707.4686166840286,814.5453239267955,0.993040791978657
INT SID4 22h15m53s136ms.csv,1043.609476831875,1051.8612473118208,736.90555,0.0,3549.9663,0.0,2080.84895,2080.84895,2.6296531182795517,1481.730713947091,166977516.2931,1043.609476831875,1.0079069524215083,3549.9663,3549.9663,96099,1722.9563169408632,826.2229828834296,0.991596849548672
INT SID4 22h15m53s332ms.csv,1044.94850782375,1049.3982350134884,744.36865,0.0,3493.5198,0.0,2078.9386750000003,2078.9386750000003,2.623495587533721,1480.9278027383402,167191761.2518,1044.94850782375,1.0042583219712946,3493.5198,3493.5198,96330,1722.0996095660748,820.5447729825099,0.9922130979866929
INT SID4 22h15m53s529ms.csv,1061.8177303006248,1061.2669257993643,768.9924,0.0,3487.4104,0.0,2109.788,2109.788,2.6531673144984107,1501.2452633995572,169890836.84809998,1061.8177303006248,0.999481262663503,3487.4104,3487.4104,97036,1739.1278629992994,829.5976981868021,0.9933320386483655
INT SID4 22h15m53s728ms.csv,1059.06469168375,1062.8602244955523,757.6808,0.0,3497.6736,0.0,2101.8742,2101.8742,2.657150561238881,1500.427544914058,169450350.6694,1059.06469168375,1.0035838536036614,3497.6736,3497.6736,96668,1740.213877351347,833.2211562959607,0.9927568425279061
INT SID4 22h15m53s926ms.csv,1036.7954150856249,1038.83516450002,743.1173,0.0,3421.1477,0.0,2069.24645,2069.24645,2.5970879112500502,1467.6908689770944,165887266.41369998,1036.7954150856249,1.0019673596012437,3421.1477,3421.1477,96599,1704.7533005973146,811.344137089441,0.9927070814086302
INT SID4 22h15m54s136ms.csv,1058.172905991875,1062.2164298546595,754.9531999999999,0.0,3562.7983,0.0,2112.80605,2112.80605,2.655541074636649,1499.3420526784637,169307664.9587,1058.172905991875,1.0038212317097586,3562.7983,3562.7983,96475,1741.3273671137601,831.9118426499718,0.9922442541705344
INT SID4 22h15m54s333ms.csv,1057.7343721825,1064.9586651564039,748.53575,0.0,3551.4585,0.0,2109.0289249999996,2109.0289249999996,2.66239666289101,1500.9769725855313,169237499.5492,1057.7343721825,1.0068299690015712,3551.4585,3551.4585,96239,1744.4503983883874,835.7077917373222,0.9920033227724063
INT SID4 22h15m54s538ms.csv,1045.12637538625,1053.0732754300973,738.86675,0.0,3500.4758,0.0,2086.5182750000004,2086.5182750000004,2.632683188575243,1483.6595070744174,167220220.0618,1045.12637538625,1.0076037694875986,3500.4758,3500.4758,96124,1725.5191262286214,826.209180987079,0.99188842371037
INT SID4 22h15m54s729ms.csv,1040.302899108125,1048.0812729270694,733.91855,0.0,3467.6572,0.0,2081.366475,2081.366475,2.6202031823176735,1476.7185280507856,166448463.8573,1040.302899108125,1.0074770279171692,3467.6572,3467.6572,96392,1713.3241091874847,824.8779524472436,0.9922034346582341
INT SID4 22h15m54s929ms.csv,1036.54438295,1041.6246104604313,736.73495,0.0,3436.7925,0.0,2069.053925,2069.053925,2.6040615261510784,1469.4894711448633,165847101.272,1036.54438295,1.0049011191358463,3436.7925,3436.7925,96609,1703.9809907503443,818.0454065611323,0.992600402857887
INT SID4 22h15m55s126ms.csv,1052.26420949625,1060.542191058611,740.63325,0.0,3509.6514,0.0,2103.336025,2103.336025,2.6513554776465273,1493.9888473199185,168362273.5194,1052.26420949625,1.0078668280149174,3509.6514,3509.6514,96263,1735.0229070556702,833.9947619175728,0.9920186191988838
INT SID4 22h15m55s334ms.csv,1029.84409642625,1041.3527997320161,719.38625,0.0,3464.5684,0.0,2058.5632,2058.5632,2.60338199933004,1464.5776656961123,164775055.4282,1029.84409642625,1.0111751898619437,3464.5684,3464.5684,96013,1701.683061245873,821.3899687657039,0.9915560054573535
INT SID4 22h15m55s536ms.csv,1044.5843280875001,1058.3042226713712,726.32915,0.0,3529.9968,0.0,2091.400775,2091.400775,2.645760556678428,1486.9960477960744,167133492.49400002,1044.5843280875001,1.0131343101891923,3529.9968,3529.9968,95708,1730.607830932628,834.8596343058357,0.9910222769313942
INT SID4 22h15m55s736ms.csv,1060.1139077837502,1063.358209887255,758.60135,0.0,3510.2446,0.0,2108.511875,2108.511875,2.6583955247181374,1501.5209332354962,169618225.2454,1060.1139077837502,1.003060333497828,3510.2446,3510.2446,96705,1741.4412791096634,833.0800712343556,0.9928536786224104
INT SID4 22h15m55s931ms.csv,1065.792872051875,1068.5991215459937,764.15645,0.0,3531.002,0.0,2116.4581,2116.4581,2.6714978038649844,1509.241992453476,170526859.52830002,1065.792872051875,1.00263301582109,3531.002,3531.002,96667,1751.3240020089588,836.2811429040509,0.9927775470122019
